now.Time,c,Transition,WaitA,WaitB,WaitC,DeskA,DeskB,DeskC,c.WaitTime,leave,Gone
258.13,c181,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]","(c181, End=261.0)",Free,Free,0.00,,
259.66,c177,start_desk_B,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]","(c181, End=261.0)","(c177, End=264.5)",Free,6.74,,
259.66,c176,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]","(c181, End=261.0)",Free,Free,,c176,
260.46,c182,Arrive (Q_A),"[c47, c71, c90, c156, c176, c182]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]","(c181, End=261.0)",Free,Free,,,
260.72,c183,Arrive (Q_C),"[c47, c71, c90, c156, c176, c182]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177, c183]","(c181, End=261.0)",Free,Free,,,
260.72,c183,start_desk_C,"[c47, c71, c90, c156, c176, c182]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]","(c181, End=261.0)",Free,"(c183, End=261.8)",0.00,,
261.00,c182,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]","(c182, End=270.5)",Free,"(c183, End=261.8)",0.53,,
261.00,c181,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]",Free,Free,"(c183, End=261.8)",,c181,
261.24,c184,Arrive (Q_A),"[c47, c71, c90, c156, c176, c184]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]",Free,Free,"(c183, End=261.8)",,,
261.76,c183,leave,"[c47, c71, c90, c156, c176, c184]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]",Free,Free,Free,,c183,
262.84,c185,Arrive (Q_C),"[c47, c71, c90, c156, c176, c184]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177, c185]",Free,Free,Free,,,
262.84,c185,start_desk_C,"[c47, c71, c90, c156, c176, c184]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]",Free,Free,"(c185, End=266.1)",0.00,,
264.00,c186,Arrive (Q_B),"[c47, c71, c90, c156, c176, c184]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c185, End=266.1)",,,
264.00,c186,Switch B->C (c186),"[c47, c71, c90, c156, c176, c184]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c185, End=266.1)",,,
264.02,c187,Arrive (Q_B),"[c47, c71, c90, c156, c176, c184]","[c42, c44, c65, c153, c172, c174, c178, c180, c187]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c185, End=266.1)",,,
264.34,c188,Arrive (Q_A),"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c180, c187]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c185, End=266.1)",,,
264.48,c180,start_desk_B,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186]",Free,"(c180, End=267.6)","(c185, End=266.1)",6.50,,
264.48,c177,leave,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c185, End=266.1)",,c177,
266.09,c178,start_desk_C,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c178, End=268.4)",10.70,,
266.09,c185,leave,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,c185,
267.56,c186,start_desk_B,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186]",Free,"(c186, End=271.9)",Free,3.56,,
267.56,c180,leave,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,c180,
268.19,c189,Arrive (Q_C),"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186, c189]",Free,Free,Free,,,
268.37,c189,start_desk_C,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c189, End=270.0)",0.18,,
268.37,c178,leave,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,c178,
268.95,c190,Arrive (Q_B),"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187, c190]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,,
269.98,c189,leave,"[c47, c71, c90, c156, c176, c184, c188]","[c42, c44, c65, c153, c172, c174, c178, c187, c190]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,c189,
270.55,c184,start_desk_A,"[c47, c71, c90, c156, c176, c188]","[c42, c44, c65, c153, c172, c174, c178, c187, c190]","[c48, c69, c98, c171, c177, c186]","(c184, End=276.9)",Free,Free,9.31,,
270.55,c182,leave,"[c47, c71, c90, c156, c176, c188]","[c42, c44, c65, c153, c172, c174, c178, c187, c190]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,c182,
271.09,c191,Arrive (Q_A),"[c47, c71, c90, c156, c176, c188, c191]","[c42, c44, c65, c153, c172, c174, c178, c187, c190]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,,
271.11,c192,Arrive (Q_A),"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c187, c190]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,,
271.90,c187,start_desk_B,"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c190]","[c48, c69, c98, c171, c177, c186]",Free,"(c187, End=276.3)",Free,7.89,,
271.90,c186,leave,"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c190]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,c186,
273.89,c193,Arrive (Q_B),"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c190, c193]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,,
275.28,c194,Arrive (Q_C),"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c190, c193]","[c48, c69, c98, c171, c177, c186, c194]",Free,Free,Free,,,
275.28,c194,start_desk_C,"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c190, c193]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c194, End=277.4)",0.00,,
276.08,c195,Arrive (Q_C),"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c190, c193]","[c48, c69, c98, c171, c177, c186, c195]",Free,Free,"(c194, End=277.4)",,,
276.26,c190,start_desk_B,"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c193]","[c48, c69, c98, c171, c177, c186, c195]",Free,"(c190, End=281.9)","(c194, End=277.4)",7.31,,
276.26,c187,leave,"[c47, c71, c90, c156, c176, c188, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c193]","[c48, c69, c98, c171, c177, c186, c195]",Free,Free,"(c194, End=277.4)",,c187,
276.90,c188,start_desk_A,"[c47, c71, c90, c156, c176, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c193]","[c48, c69, c98, c171, c177, c186, c195]","(c188, End=288.2)",Free,"(c194, End=277.4)",12.56,,
276.90,c184,leave,"[c47, c71, c90, c156, c176, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c193]","[c48, c69, c98, c171, c177, c186, c195]",Free,Free,"(c194, End=277.4)",,c184,
277.35,c195,start_desk_C,"[c47, c71, c90, c156, c176, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c193]","[c48, c69, c98, c171, c177, c186]",Free,Free,"(c195, End=279.4)",1.28,,
277.35,c194,leave,"[c47, c71, c90, c156, c176, c191, c192]","[c42, c44, c65, c153, c172, c174, c178, c193]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,c194,
278.52,c196,Arrive (Q_A),"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c193]","[c48, c69, c98, c171, c177, c186]",Free,Free,Free,,,
278.74,c197,Arrive (Q_C),"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c193]","[c48, c69, c98, c171, c177, c186, c197]",Free,Free,Free,,,
279.21,c198,Arrive (Q_B),"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c193, c198]","[c48, c69, c98, c171, c177, c186, c197]",Free,Free,Free,,,
279.28,c199,Arrive (Q_B),"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c193, c198, c199]","[c48, c69, c98, c171, c177, c186, c197]",Free,Free,Free,,,
279.40,c197,start_desk_C,"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c193, c198]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c197, End=280.7)",0.65,,
279.40,c199,Switch B->C (c199),"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c193, c198]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c197, End=280.7)",,,
279.40,c195,leave,"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c193, c198]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c195,
280.65,c197,leave,"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c193, c198]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c197,
281.94,c193,start_desk_B,"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c198]","[c48, c69, c98, c171, c177, c186, c199]",Free,"(c193, End=285.9)",Free,8.04,,
281.94,c190,leave,"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c198]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c190,
283.14,c200,Arrive (Q_C),"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c198]","[c48, c69, c98, c171, c177, c186, c199, c200]",Free,Free,Free,,,
283.14,c200,start_desk_C,"[c47, c71, c90, c156, c176, c191, c192, c196]","[c42, c44, c65, c153, c172, c174, c178, c198]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c200, End=286.3)",0.00,,
284.92,c201,Arrive (Q_A),"[c47, c71, c90, c156, c176, c191, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178, c198]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c200, End=286.3)",,,
285.93,c198,start_desk_B,"[c47, c71, c90, c156, c176, c191, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,"(c198, End=291.8)","(c200, End=286.3)",6.72,,
285.93,c193,leave,"[c47, c71, c90, c156, c176, c191, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c200, End=286.3)",,c193,
286.29,c200,leave,"[c47, c71, c90, c156, c176, c191, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c200,
286.74,c202,Arrive (Q_C),"[c47, c71, c90, c156, c176, c191, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c202]",Free,Free,Free,,,
286.74,c202,start_desk_C,"[c47, c71, c90, c156, c176, c191, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c202, End=288.5)",0.00,,
288.19,c191,start_desk_A,"[c47, c71, c90, c156, c176, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]","(c191, End=289.2)",Free,"(c202, End=288.5)",17.10,,
288.19,c188,leave,"[c47, c71, c90, c156, c176, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c202, End=288.5)",,c188,
288.50,c202,leave,"[c47, c71, c90, c156, c176, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c202,
288.74,c203,Arrive (Q_B),"[c47, c71, c90, c156, c176, c192, c196, c201]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,,
289.20,c192,start_desk_A,"[c47, c71, c90, c156, c176, c196, c201]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]","(c192, End=296.0)",Free,Free,18.09,,
289.20,c191,leave,"[c47, c71, c90, c156, c176, c196, c201]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c191,
291.61,c204,Arrive (Q_C),"[c47, c71, c90, c156, c176, c196, c201]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199, c204]",Free,Free,Free,,,
291.61,c204,start_desk_C,"[c47, c71, c90, c156, c176, c196, c201]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c204, End=293.8)",0.00,,
291.67,c205,Arrive (Q_A),"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c204, End=293.8)",,,
291.78,c199,start_desk_B,"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]",Free,"(c199, End=294.5)","(c204, End=293.8)",12.50,,
291.78,c198,leave,"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c204, End=293.8)",,c198,
292.44,c206,Arrive (Q_C),"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199, c206]",Free,Free,"(c204, End=293.8)",,,
293.76,c206,start_desk_C,"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c206, End=295.8)",1.33,,
293.76,c204,leave,"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c204,
294.49,c207,Arrive (Q_C),"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178, c203]","[c48, c69, c98, c171, c177, c186, c199, c207]",Free,Free,Free,,,
294.51,c203,start_desk_B,"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c207]",Free,"(c203, End=299.7)",Free,5.77,,
294.51,c199,leave,"[c47, c71, c90, c156, c176, c196, c201, c205]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c207]",Free,Free,Free,,c199,
295.10,c208,Arrive (Q_A),"[c47, c71, c90, c156, c176, c196, c201, c205, c208]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c207]",Free,Free,Free,,,
295.63,c209,Arrive (Q_B),"[c47, c71, c90, c156, c176, c196, c201, c205, c208]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199, c207]",Free,Free,Free,,,
295.79,c207,start_desk_C,"[c47, c71, c90, c156, c176, c196, c201, c205, c208]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c207, End=298.8)",1.30,,
295.79,c206,leave,"[c47, c71, c90, c156, c176, c196, c201, c205, c208]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c206,
295.96,c196,start_desk_A,"[c47, c71, c90, c156, c176, c201, c205, c208]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]","(c196, End=296.8)",Free,Free,17.44,,
295.96,c192,leave,"[c47, c71, c90, c156, c176, c201, c205, c208]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c192,
296.56,c210,Arrive (Q_A),"[c47, c71, c90, c156, c176, c201, c205, c208, c210]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,,
296.79,c201,start_desk_A,"[c47, c71, c90, c156, c176, c205, c208, c210]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]","(c201, End=297.2)",Free,Free,11.87,,
296.79,c196,leave,"[c47, c71, c90, c156, c176, c205, c208, c210]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c196,
297.25,c205,start_desk_A,"[c47, c71, c90, c156, c176, c208, c210]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]","(c205, End=298.4)",Free,Free,5.57,,
297.25,c201,leave,"[c47, c71, c90, c156, c176, c208, c210]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c201,
298.42,c208,start_desk_A,"[c47, c71, c90, c156, c176, c210]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]","(c208, End=298.6)",Free,Free,3.31,,
298.42,c205,leave,"[c47, c71, c90, c156, c176, c210]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c205,
298.57,c210,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]","(c210, End=298.8)",Free,Free,2.01,,
298.57,c208,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c208,
298.79,c210,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c210,
298.84,c207,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c207,
298.93,c211,Arrive (Q_A),"[c47, c71, c90, c156, c176, c211]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,,
298.93,c211,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]","(c211, End=299.2)",Free,Free,0.00,,
299.19,c211,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c209]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c211,
299.71,c209,start_desk_B,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,"(c209, End=305.1)",Free,4.08,,
299.71,c203,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c203,
300.20,c212,Arrive (Q_B),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c212]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,,
302.05,c213,Arrive (Q_A),"[c47, c71, c90, c156, c176, c213]","[c42, c44, c65, c153, c172, c174, c178, c212]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,,
302.05,c213,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c212]","[c48, c69, c98, c171, c177, c186, c199]","(c213, End=306.7)",Free,Free,0.00,,
304.50,c214,Arrive (Q_A),"[c47, c71, c90, c156, c176, c214]","[c42, c44, c65, c153, c172, c174, c178, c212]","[c48, c69, c98, c171, c177, c186, c199]","(c213, End=306.7)",Free,Free,,,
305.05,c212,start_desk_B,"[c47, c71, c90, c156, c176, c214]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]","(c213, End=306.7)","(c212, End=308.5)",Free,4.85,,
305.05,c209,leave,"[c47, c71, c90, c156, c176, c214]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]","(c213, End=306.7)",Free,Free,,c209,
306.31,c215,Arrive (Q_C),"[c47, c71, c90, c156, c176, c214]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c215]","(c213, End=306.7)",Free,Free,,,
306.31,c215,start_desk_C,"[c47, c71, c90, c156, c176, c214]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]","(c213, End=306.7)",Free,"(c215, End=308.5)",0.00,,
306.72,c214,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]","(c214, End=317.0)",Free,"(c215, End=308.5)",2.23,,
306.72,c213,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c215, End=308.5)",,c213,
307.31,c216,Arrive (Q_A),"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c215, End=308.5)",,,
307.73,c217,Arrive (Q_C),"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c217]",Free,Free,"(c215, End=308.5)",,,
308.47,c212,leave,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c217]",Free,Free,"(c215, End=308.5)",,c212,
308.50,c217,start_desk_C,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c217, End=312.5)",0.77,,
308.50,c215,leave,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c215,
309.59,c218,Arrive (Q_B),"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178, c218]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,,
309.59,c218,start_desk_B,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,"(c218, End=313.0)",Free,0.00,,
309.87,c219,Arrive (Q_C),"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c219]",Free,"(c218, End=313.0)",Free,,,
312.36,c220,Arrive (Q_C),"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c219, c220]",Free,"(c218, End=313.0)",Free,,,
312.48,c219,start_desk_C,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c220]",Free,"(c218, End=313.0)","(c219, End=314.6)",2.61,,
312.48,c217,leave,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c220]",Free,"(c218, End=313.0)",Free,,c217,
313.02,c218,leave,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c220]",Free,Free,Free,,c218,
314.64,c220,start_desk_C,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c220, End=317.7)",2.28,,
314.64,c219,leave,"[c47, c71, c90, c156, c176, c216]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c219,
317.05,c216,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]","(c216, End=318.1)",Free,Free,9.74,,
317.05,c214,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c214,
317.47,c221,Arrive (Q_C),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c221]",Free,Free,Free,,,
317.68,c221,start_desk_C,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,"(c221, End=320.8)",0.21,,
317.68,c220,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199]",Free,Free,Free,,c220,
317.98,c222,Arrive (Q_C),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c222]",Free,Free,Free,,,
318.04,c223,Arrive (Q_A),"[c47, c71, c90, c156, c176, c223]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c222]",Free,Free,Free,,,
318.06,c223,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c222]","(c223, End=320.5)",Free,Free,0.02,,
318.06,c216,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c186, c199, c222]",Free,Free,Free,,c216,
